Title,Role_Skills
Python Developer,"['django basics', 'teamwork', 'css basics', 'python basics', 'communication', 'leadership', 'pytorch', 'kubernetes', 'git basics', 'django', 'python advanced', 'fastapi', 'pytest basics', 'rest apis', 'sqlalchemy', 'pandas basics', 'project management', 'aws', 'generators', 'tensorflow basics', 'docker', 'flask', 'graphql', 'exception handling', 'control flow', 'docker basics', 'mysql', 'innovation management', 'graphql basics', 'nosql basics', 'unittest basics', 'oop', 'matplotlib basics', 'postgresql', 'kubernetes basics', 'pytorch basics', 'fastapi basics', 'tensorflow', 'functions', 'decorators', 'javascript basics', 'flask advanced', 'metaprogramming', 'adaptability', 'mongodb basics', 'aws basics', 'innovation', 'nosql', 'team collaboration', 'flask basics', 'oop basics', 'sql basics', 'django advanced', 'numpy basics', 'html basics', 'problem-solving', 'scikit-learn', 'pytest advanced', 'data types', 'async programming']"
QA Engineer - Experienced,"['ci/cd integration: jenkins, gitlab ci/cd, bamboo', 'performance testing: jmeter', 'programming: java, python, c#, javascript', 'performance & security testing: loadrunner', 'test documentation & reporting', 'bug tracking & documentation: jira, bugzilla, testrail', 'api testing: postman, soapui', 'bug tracking & documentation: jira, testrail, alm', 'performance & security testing: jmeter, loadrunner', 'automation: selenium, appium, cucumber, testng', 'bug tracking: jira, bugzilla', 'bug tracking & documentation: jira, testrail', 'performance testing: load, stress testing', 'api & mobile testing: postman, soapui, appium', 'ci/cd: jenkins, gitlab ci/cd, bamboo', 'test automation: selenium, appium, cucumber, junit, testng', 'ci/cd: jenkins, gitlab ci/cd', 'api testing: postman, soapui, appium', 'performance & security testing: load, stress, security testing', 'test automation: selenium, appium, cucumber, testng', 'performance & security testing: load, stress, vulnerability testing', 'bug & test management: jira, bugzilla, quality center', 'automation: selenium, appium, cucumber, junit, testng']"
QA Engineer - Fresher,"['basic automation: selenium, appium, cucumber', 'java', 'soapui', 'soapui basics', 'python', 'postman basics', 'automation awareness: selenium, appium, cucumber', 'test documentation', 'basic automation: selenium webdriver, appium, cucumber', 'appium basics', 'cucumber awareness', 'manual testing', 'testrail', 'automation: selenium, appium, cucumber basic knowledge', 'selenium basics', 'javascript basics', 'automation tools awareness: selenium, appium, cucumber', 'manual testing: functional, regression, black-box', 'bugzilla', 'jira', 'javascript', 'postman']"
Robotics Engineer,"['teamwork', 'communication', 'pid fundamentals', 'sensors basics (lidar, ultrasonic, infrared)', 'ros development', 'gazebo, rviz simulation', 'advanced robotics control algorithms', 'cad/solidworks advanced', 'solidworks', 'machine learning applications', 'motor control basics', 'advanced python', 'linear algebra', 'computer vision', 'embedded systems expert', 'c++ expert', 'solidworks advanced', 'project leadership', 'matlab basics', 'team leadership', 'machine learning', 'advanced control theory', 'leadership', 'advanced robotics control', 'ml in robotics', 'lidar and infrared sensors basics', 'problem solving', 'embedded systems basics', 'pid controller fundamentals', 'pid control basics', 'solidworks basics', 'hardware debugging', 'arduino basics', 'robotics control algorithms', 'project strategy', 'embedded systems', 'c++ advanced', 'dynamics', 'autocad basics', 'autocad', 'innovation', 'team collaboration', 'servo motors basics', 'advanced c++', 'simulation tools (gazebo, rviz)', 'simulation (gazebo, rviz)', 'embedded systems design', 'ros basics', 'robotics control theory', 'simulation tools', 'lidar and vision sensors', 'lidar and ultrasonic sensors basics', 'cross-team collaboration', 'arduino/raspberry pi advanced', 'sensor integration and fusion', 'matlab', 'machine learning basics for robotics', 'sensor integration basics', 'innovation management', 'motor control', 'advanced cad/solidworks', 'python expert', 'control algorithms', 'team management', 'control theory', 'sensor fusion', 'c++ basics', 'hardware interfacing', 'ros advanced development', 'embedded systems advanced', 'python basics', 'innovation in robotics', 'machine learning in robotics', 'pid controllers', 'python advanced', 'gazebo, rviz', 'project management', 'cross-functional collaboration', 'cad/solidworks', 'advanced cad', 'control systems advanced', 'adaptability', 'raspberry pi basics', 'ros advanced', 'control algorithms advanced', 'team mentoring', 'kinematics', 'innovation strategy']"
SEO Specialist,"['advanced content optimization', 'ai and machine learning in seo', 'google search console', 'html, css, javascript basics', 'technical seo', 'privacy-compliant seo', 'off-page seo', 'crawlability and indexing optimization', 'voice search optimization', 'analytics (ga4, looker studio, search console)', 'keyword research', 'content optimization basics', 'link building strategy', 'technical seo audits', 'site speed optimization', 'off-page seo basics', 'analytics (ga4, search console, looker studio)', 'multimodal search optimization', 'on-page optimization', 'analytics (ga4, looker studio)', 'schema markup implementation', 'visual search optimization', 'mobile seo optimization', 'on-page seo', 'ai-powered seo analytics', 'mobile seo', 'advanced content strategy', 'crawlability, indexing, and site structure optimization', 'seo strategy and execution', 'stakeholder communication', 'content optimization', 'social media seo basics', 'schema markup', 'google analytics ga4', 'basic link building', 'link building', 'google analytics basics', 'technical seo basics', 'analytics and reporting (ga4, looker studio)', 'content strategy and seo copywriting', 'site architecture optimization', 'schema markup basics', 'looker studio', 'on-page and off-page optimization', 'seo strategy development', 'content strategy', 'content marketing', 'basic html/css', 'analytics and reporting', 'schema markup and structured data', 'seo strategy and planning', 'privacy-compliant seo (gdpr)', 'seo strategy', 'local seo strategy', 'privacy compliance (gdpr)', 'page speed optimization', 'voice and visual search optimization', 'off-page optimization', 'link building basics', 'link building campaigns', 'seo strategy and roadmap', 'crawlability checks', 'local seo', 'advanced technical seo', 'page speed and mobile optimization', 'content marketing optimization', 'advanced on-page and off-page seo', 'html/css basics', 'search console basics', 'analytics and reporting (ga4, looker studio, search console)', 'privacy-compliant seo strategies', 'schema markup and structured data implementation', 'advanced seo strategy', 'link building and outreach', 'site indexing basics', 'search console', 'local seo optimization', 'ai-powered seo tools', 'content strategy and optimization', 'ai-driven seo tools', 'local and mobile seo optimization', 'seo copywriting', 'on-page seo basics', 'ai-driven seo insights', 'page speed and performance optimization', 'local seo basics', 'local & mobile seo', 'local seo and voice search optimization', 'mobile seo basics', 'link building and backlink analysis']"
SOC Analyst,"['qradar', 'splunk', 'network defense', 'python scripting', 'incident response', 'siem tools']"
Sales Executive,"['time management', 'communication', 'digital sales fundamentals', 'active listening', 'predictive analytics', 'customer engagement', 'pipeline management', 'relationship building', 'sales forecasting', 'salesforce', 'sales automation awareness', 'lead generation', 'closing techniques', 'digital sales awareness', 'crm basics', 'closing deals', 'hubspot', 'sales automation', 'social selling', 'negotiation', 'adaptability', 'product knowledge', 'data-driven sales', 'relationship management', 'product demos', 'product demonstrations']"
Senior Android Developer,"['unit testing', 'kotlin', 'dagger', 'room', 'rest apis', 'clean architecture', 'ci/cd', 'firebase', 'java', 'android studio', 'mvvm']"
Senior Android Engineer,"['unit testing', 'kotlin', 'dagger', 'room', 'jetpack', 'ci/cd', 'clean architecture', 'firebase', 'java', 'android studio', 'mvvm']"
Senior Cloud Architect,"['leadership', 'aws multi-cloud', 'ansible', 'devops automation', 'cloudformation', 'kubernetes orchestration', 'azure networking']"
Senior Data Scientist,"['java/scala', 'feature engineering', 'spark', 'git', 'deep learning', 'python', 'r', 'tableau', 'powerbi', 'time-series modeling', 'ensemble methods', 'sql', 'aws emr', 'etl pipelines', 'nlp', 'hadoop', 'jupyter']"
Senior Incident Response Analyst,"['threat hunting', 'malware analysis', 'qradar', 'splunk', 'forensics', 'incident response']"
Senior Interaction Designer,"['micro-interactions', 'after effects', 'prototyping', 'principle', 'figma']"
Senior ML Infrastructure Engineer,"['scala', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)', 'python', 'r', 'feature engineering, etl automation', 'ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning', 'sql', 'big data: spark, hadoop', 'java', 'mlops: ci/cd, model monitoring, cloud deployment (aws/gcp/azure)']"
Senior Machine Learning Engineer,"['feature engineering', 'spark', 'python (advanced)', 'r', 'ensemble methods', 'nlp', 'gcp', 'java', 'advanced ml/dl: deep learning, nlp, reinforcement learning, computer vision, transfer learning', 'java/scala', 'aws', 'scala', 'frameworks: tensorflow, pytorch, keras, scikit-learn (advanced)', 'python', 'mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)', 'regression', 'tableau', 'classification', 'sql', 'big data: spark, hadoop', 'reinforcement learning', 'etl automation', 'powerbi', 'feature engineering, etl automation', 'hadoop']"
Senior Network Engineer,"['palo alto', 'cisco asa', 'nagios', 'sd-wan', 'zero trust security']"
Senior Security Analyst,"['cloud security', 'vulnerability management', 'compliance (gdpr, pci-dss)', 'powershell', 'logrhythm']"
Senior System Engineer,"['docker', 'windows server', 'grafana', 'powershell', 'active directory']"
Senior UX Designer,"['a/b testing', 'design systems', 'axure', 'user research', 'journey mapping', 'adobe xd', 'accessibility standards', 'sketch', 'principle', 'figma']"
Senior iOS Developer,"['core data', 'swift', 'graphql', 'ci/cd', 'objective-c', 'mvvm', 'github actions']"
Senior iOS Engineer,"['jenkins', 'core data', 'swift', 'graphql', 'crashlytics', 'core animation', 'xcode', 'objective-c']"
Site Reliability Engineer,"['networking basics (tcp/ip, dns)', 'shell scripting', 'communication', 'aws, azure, gcp expert', 'windows fundamentals', 'containerization basics (docker)', 'aws, azure, gcp advanced', 'linux administration basics', 'basic ci/cd', 'networking fundamentals', 'security and compliance basics', 'python, go, java', 'ci/cd pipelines (jenkins, github actions)', 'python, go', 'automation and scripting', 'iac (terraform, ansible)', 'kubernetes basics', 'collaboration', 'ci/cd pipelines', 'introduction to cloud platforms', 'intro to monitoring (prometheus/grafana)', 'windows administration', 'linux os basics', 'linux administration fundamentals', 'problem-solving', 'leadership', 'tcp/ip networking', 'tcp/ip networking basics', 'basic monitoring (nagios, grafana)', 'distributed systems architecture', 'ci/cd pipelines (jenkins, github actions, bamboo)', 'linux/windows administration', 'ci/cd pipelines expert', 'distributed systems management', 'windows os fundamentals', 'linux fundamentals', 'infrastructure as code (terraform, ansible, puppet, chef)', 'cloud (aws, azure, gcp)', 'cloud platforms (aws, azure, gcp)', 'monitoring basics (prometheus/grafana/nagios)', 'automation scripting', 'basic ci/cd concepts', 'ci/cd fundamentals', 'networking (tcp/ip, dns, cdn, load balancing)', 'monitoring & logging tools', 'basic automation scripts', 'networking (tcp/ip, dns, load balancing)', 'monitoring and logging tools (prometheus, grafana, elk stack)', 'cloud fundamentals (aws/azure/gcp)', 'monitoring basics (nagios, grafana)', 'networking (tcp/ip, dns, load balancing, cdn)', 'windows os basics', 'windows server administration', 'ci/cd pipelines (jenkins, bamboo, github actions)', 'docker, kubernetes advanced', 'monitoring tools intro (prometheus, grafana)', 'java scripting', 'monitoring & logging (prometheus, grafana, elk, nagios, splunk)', 'go programming', 'monitoring & logging', 'security and compliance knowledge', 'bash scripting basics', 'bash scripting expert', 'aws, azure, gcp', 'security and compliance', 'bash/shell scripting', 'docker, kubernetes expert', 'monitoring & logging expert (prometheus, grafana, elk, nagios, splunk)', 'monitoring & logging (prometheus, grafana, elk)', 'shell scripting (bash/zsh)', 'kubernetes introduction', 'monitoring and logging (prometheus, grafana, elk stack, nagios, splunk)', 'docker, kubernetes', 'distributed systems design and management', 'distributed systems design', 'linux administration', 'cloud platform basics (aws/azure/gcp)', 'infrastructure as code (terraform, ansible, puppet)', 'linux/windows expert', 'bash/zsh scripting', 'linux basics', 'automation', 'docker introduction', 'time management', 'distributed systems', 'python basics', 'cloud platforms expert (aws, azure, gcp)', 'bash scripting', 'analytical thinking', 'iac (terraform, ansible, puppet)', 'python advanced', 'linux expert', 'linux/windows', 'security compliance', 'windows server', 'docker basics', 'cloud expert (aws, azure, gcp)', 'cloud fundamentals (aws, gcp, azure)', 'ci/cd pipelines expert (jenkins, bamboo, github actions)', 'infrastructure as code (terraform, ansible)', 'cloud platforms basics (aws/azure/gcp)', 'linux administration expert', 'go, java', 'monitoring (prometheus, grafana, elk, nagios, splunk)', 'docker fundamentals', 'monitoring (prometheus, grafana, elk stack, nagios, splunk)', 'adaptability', 'cloud platforms expert', 'ci/cd (jenkins, bamboo, github actions)', 'networking', 'iac (terraform, ansible, puppet, chef)', 'linux/windows administration expert']"
Software Developer - Entry Level,"['teamwork', 'git', 'communication', 'html', 'c++', 'azure basics', 'analytical thinking', 'xcode', 'java', 'android studio', 'react', 'python', 'angular', 'css', 'kotlin', 'collaboration', 'swift', 'sql', 'aws basics', 'nosql', 'javascript', 'ml libraries (scikit-learn, pandas)', 'problem-solving']"
Software Developer - Experienced,"['git', 'kubernetes', 'c++', 'csharp', 'ci/cd', 'django', 'azure', 'java', 'react', 'vue.js', 'aws', 'docker', 'python', 'angular', 'agile', 'agile/scrum', 'sql', 'spring boot', 'nosql', 'microservices', 'node.js', 'javascript/typescript', 'team leadership']"
Software Engineer - Entry Level,"['git', 'html', 'c++', 'django', 'responsive design', 'azure', 'java', 'intellij', 'rest apis', 'react', 'figma', 'vue.js', 'docker', 'python', 'angular', 'mysql', 'algorithms', 'sql', 'vs code', 'apis', 'data structures', 'iot basics', 'mongodb', 'pycharm', 'game development', 'visual studio', 'github', 'rust', 'trello', 'javascript', 'jira', 'unity', 'jupyter notebook', 'node.js', 'machine learning basics', 'css', 'postman', 'cybersecurity basics']"
Software Engineer - Experienced,"['unit testing', 'git', 'kubernetes', 'typescript', 'html', 'ci/cd', 'django', 'java', 'mentoring', 'rest apis', 'react', 'aws', 'docker', 'python', 'angular', 'redux', 'agile', 'postgresql', 'sql', 'express', 'mongodb', 'spring boot', 'testing', 'microservices', 'javascript', 'debugging', 'node.js', 'team leadership', 'css', 'machine learning']"
Software Tester (SDET),"['teamwork', 'automation strategy', 'python basics', 'communication', 'ci/cd integration (jenkins, bamboo)', 'jenkins basics', 'functional testing', 'code review', 'selenium webdriver basics', 'python advanced', 'cross-team collaboration', 'attention to detail', 'regression testing', 'appium', 'testng', 'mentoring', 'selenium webdriver', 'ci/cd integration', 'postman basics', 'defect management metrics', 'cypress', 'functional and regression testing', 'c# basics', 'agile understanding', 'test data management', 'api testing advanced', 'cypress basics', 'agile/scrum knowledge', 'jmeter basics', 'advanced python', 'selenium basics', 'advanced java', 'ci/cd (jenkins, bamboo, azure devops)', 'test automation', 'agile leadership', 'performance testing', 'jmeter', 'java basics', 'api testing', 'metrics-driven qa', 'test automation strategy', 'team mentoring', 'team collaboration', 'agile/scrum understanding', 'c# advanced', 'performance and load testing', 'defect metrics', 'strategic qa planning', 'ci/cd integration (jenkins, azure devops)', 'api testing basics', 'problem-solving', 'postman', 'basic jenkins']"
Solutions Architect,"['terraform', 'leadership', 'teamwork', 'basic ci/cd and devops exposure', 'python basics', 'communication', 'azure basics', 'kubernetes', 'ci/cd', 'gcp basics', 'ci/cd basics', 'azure', 'gcp', 'java', 'introductory node.js knowledge', 'project management', 'aws', 'basic security and compliance awareness', 'docker', 'ci/cd introduction', 'python', 'node.js basics', 'docker/kubernetes basics', 'security compliance', 'basic ci/cd', 'gcp fundamentals', 'basic security awareness', 'java fundamentals', 'python fundamentals', 'introductory security awareness', 'aws fundamentals', 'introductory microservices knowledge', 'security protocols', 'ci/cd pipelines', 'collaboration', 'javascript fundamentals', 'kubernetes fundamentals', 'ci/cd fundamentals', 'docker fundamentals', 'java basics', 'stakeholder engagement', 'aws basics', 'azure fundamentals', 'basic container orchestration knowledge', 'introductory docker/kubernetes knowledge', 'stakeholder management', 'project leadership', 'basic architecture design', 'microservices', 'team collaboration', 'node.js', 'google cloud fundamentals', 'docker/kubernetes fundamentals', 'cloudformation', 'problem-solving', 'basic microservices understanding']"
Staff UX Designer,"['invision', 'a/b testing', 'design systems', 'user research', 'figma']"
System Engineer,"['terraform', 'aws', 'kubernetes', 'python', 'system architecture', 'linux', 'windows server', 'vmware', 'security compliance', 'linux administration', 'python scripting', 'powershell', 'nagios', 'networking basics', 'active directory']"
System Engineer - Automation Specialist,"['bash', 'python', 'linux', 'vmware', 'ansible']"
System Engineer - Cloud & Automation,"['aws', 'docker', 'python', 'ansible', 'azure']"
System Engineer - Cloud Focus,"['terraform', 'aws', 'linux', 'azure', 'nagios']"
System Engineer - DevOps Integration,"['kubernetes', 'docker', 'linux', 'ci/cd', 'ansible']"
System Engineer - Entry Level,"['python basics', 'monitoring tools', 'virtualbox', 'windows server', 'networking fundamentals']"
System Engineer - Monitoring,"['linux', 'windows server', 'grafana', 'automation scripts', 'nagios']"
System Engineer - Security,"['compliance', 'firewalls', 'aws iam', 'linux security', 'powershell']"
System Engineer - Virtualization,"['docker', 'linux', 'vmware', 'networking', 'hyper-v']"
System Engineer Intern,"['scripting fundamentals', 'monitoring tools', 'linux basics', 'cloud basics', 'networking']"
System Engineer Trainee,"['azure fundamentals', 'python basics', 'monitoring tools', 'windows server', 'networking']"
Technical Writer,"['basic html/css', 'time management', 'ai-assisted documentation', 'agile documentation', 'markdown', 'advanced technical writing', 'api documentation', 'cms basics', 'ai writing tools', 'html/css/xml', 'attention to detail', 'ux documentation', 'technical documentation', 'xml/html/css', 'editing', 'structured authoring', 'research skills', 'madcap flare', 'collaboration', 'proofreading', 'version control', 'clear writing', 'adaptability', 'advanced editing', 'grammar and style', 'interviewing smes', 'basic html', 'cms', 'technical accuracy', 'technical writing', 'adobe framemaker']"
Telecom & Network Engineer,"['voip', 'sip', 'bgp', 'qos', 'cisco routers']"
Test Automation Engineer - Experienced,"['testrail', 'selenium', 'loadrunner', 'jenkins', 'python', 'csharp', 'docker', 'restassured', 'gitlab', 'jira', 'cucumber', 'alm', 'java', 'jmeter', 'appium', 'gitlab ci/cd', 'postman', 'testng']"
Test Automation Engineer - Fresher,"['python basics', 'functional testing', 'testng basics', 'java', 'regression testing', 'appium', 'testng', 'selenium webdriver', 'python', 'postman basics', 'cypress', 'test documentation', 'test case writing', 'manual testing concepts', 'black-box testing', 'cypress basics', 'appium basics', 'selenium basics', 'javascript basics', 'java basics', 'bugzilla', 'selenium', 'jira']"
Trainee Android App Developer,"['ui/ux basics', 'xml', 'sqlite', 'kotlin', 'git', 'java', 'rest api', 'android studio']"
Trainee Network Engineer,"['tcp/ip', 'firewalls basics', 'lan/wan', 'ids/ips intro', 'nagios basics']"
Trainee Security Analyst,"['python', 'linux commands', 'network security basics', 'nessus', 'gdpr basics']"
Trainee UX Designer,"['invision', 'css basics', 'html basics', 'wireframing', 'adobe xd', 'prototyping', 'figma']"
Trainee iOS Developer,"['simulator', 'swift', 'cocoa touch', 'xcode', 'rest apis', 'json handling']"
UI Designer,"['branding', 'leadership', 'a/b testing', 'html', 'micro-interactions', 'illustrator', 'responsive design', 'js', 'team leadership', 'principle', 'figma', 'design systems', 'ui/ux design basics', 'prototyping', 'sketch', 'ui basics', 'accessibility', 'after effects', 'usability testing', 'animation', 'usability basics', 'photoshop', 'interaction design', 'branding basics', 'invision', 'user flows', 'ui/ux collaboration', 'typography', 'color theory', 'wireframing', 'adobe xd', 'css', 'responsive layouts']"
UX Apprentice,"['adobe xd', 'prototyping', 'sketch', 'information architecture basics', 'figma']"
UX Architect,"['design systems', 'agile ux', 'wcag', 'information architecture', 'prototyping', 'figma']"
UX Consultant,"['design thinking', 'user research', 'agile ux', 'sketch', 'figma']"
UX Design Intern,"['wireframes', 'adobe xd', 'prototyping', 'sketch', 'figma']"
UX Design Lead,"['leadership', 'design systems', 'figma', 'agile ux', 'interaction design', 'accessibility']"
UX Designer,"['css basics', 'user research', 'html basics', 'typography', 'color theory', 'wireframing', 'adobe xd', 'prototyping', 'sketch', 'figma']"
UX Intern,"['usability testing', 'typography', 'color theory', 'adobe xd', 'sketch', 'figma']"
UX Manager,"['design thinking', 'user research', 'figma', 'journey mapping', 'team leadership', 'accessibility']"
UX Strategist,"['analytics', 'design systems', 'ux research', 'journey mapping', 'figma']"
UX Trainee Designer,"['user flows', 'typography', 'adobe xd', 'prototyping', 'figma']"
Vibe Coder,"['project management agile', 'teamwork', 'css basics', 'python basics', 'communication', 'task planning with jira/trello', 'ai-assisted code evaluation', 'code evaluation and debugging', 'project management basics', 'react/vue frameworks expert', 'agile project management', 'python advanced', 'creative problem solving', 'code evaluation', 'code evaluation and debugging advanced', 'mentoring', 'agile oversight', 'ai coding assistant mastery', 'prompt engineering fundamentals', 'strategic planning', 'prompt engineering basics', 'agile workflow management', 'ruby basics', 'prompt engineering expert', 'innovation management', 'ai coding assistant usage (chatgpt, copilot)', 'agile', 'javascript expert', 'prompt creation', 'ai coding assistants', 'python expert', 'cross-functional collaboration', 'critical thinking', 'team management', 'react/vue expert', 'collaboration', 'vue frameworks', 'prompt optimization', 'html/css basics', 'javascript basics', 'react frameworks', 'ruby advanced', 'agile workflow oversight', 'code review basics', 'javascript advanced', 'ai coding assistant usage', 'adaptability', 'prompt engineering', 'debugging ai outputs', 'vue basics', 'creativity', 'project leadership', 'prompt crafting basics', 'react basics', 'ai coding assistant proficiency', 'debugging ai-generated code', 'team collaboration', 'debugging', 'react/vue frameworks advanced', 'html basics', 'problem-solving', 'prompt engineering advanced', 'react/vue frameworks']"
Web Developer,"['git', 'python basics', 'typescript', 'kubernetes', 'ci/cd', 'django', 'redis', 'mysql basics', 'responsive design', 'html5', 'rest apis', 'react', 'php basics', 'vue.js', 'ui/ux fundamentals', 'aws', 'docker', 'node.js basics', 'vue.js basics', 'graphql', 'angular', 'express.js', 'json', 'testing with jest', 'angular basics', 'sql', 'restful apis', 'css3', 'mongodb', 'mongodb basics', 'ajax', 'react basics', 'javascript', 'node.js', 'github basics', 'testing with jest/enzyme', 'testing frameworks']"
iOS App Developer Intern,"['git', 'uikit', 'swift', 'cocoa touch', 'mvc', 'xcode', 'basic debugging']"
iOS Application Developer,"['jenkins', 'core data', 'swift', 'core animation', 'xcode', 'firebase', 'objective-c']"
iOS Architect,"['mvp', 'swift', 'ci/cd', 'jira', 'core animation', 'objective-c', 'mvvm']"
iOS Developer,"['app store submission', 'git', 'swift', 'rest apis', 'cocoa touch', 'xcode', 'objective-c', 'mvvm']"
iOS Developer Trainee,"['simulator', 'uikit', 'swift', 'cocoa touch', 'xcode']"
iOS Junior Developer,"['simulator', 'swift', 'cocoa touch', 'mvc', 'xcode']"
iOS Mobile App Engineer,"['unit testing', 'kotlin', 'crashlytics', 'swift', 'firebase', 'objective-c', 'mvvm']"
iOS Mobile Developer,"['git', 'simulator', 'uikit', 'swift', 'ui/ux design', 'cocoa touch', 'json', 'xcode', 'objective-c', 'rest apis']"
iOS Solutions Engineer,"['core data', 'swift', 'graphql', 'xcode instruments', 'performance tuning', 'objective-c']"
iOS Tech Lead,"['agile/scrum', 'core data', 'swift', 'ci/cd', 'objective-c', 'rest apis']"
